Retailer Name,Retailer ID,Invoice Date,Region,State,District,Product,Price per Unit (INR),Units Sold,Total Sales (INR),Operating Profit (INR),Sales Method
Urban Path Mart,62341,10/26/2019,West,Maharashtra,Mumbai,Boots,1966,45,88470,13183.17051,Online
Best Journey Emporium,71418,9/9/2023,South,Karnataka,Hubli,Heels,3546,74,262404,62789.76784,Online
Great Fashion Co,29437,12/16/2020,South,Tamil Nadu,Madurai,Boots,4217,26,109642,14798.33761,Online
Quality Step Store,63926,2/12/2018,East,West Bengal,Kolkata,Sneakers,4088,17,69496,14070.27611,Offline
Quality Walk Hub,34891,7/21/2020,East,West Bengal,Darjeeling,Sandals,1365,62,84630,8752.96079,Online
Exclusive Run Co,48480,8/15/2019,West,Maharashtra,Pune,Formal Shoes,2765,37,102305,24638.61368,Offline
Fresh Step Emporium,75859,3/2/2018,North,Punjab,Ludhiana,Sneakers,3582,4,14328,3718.585998,Online
New Shoe Mart,10980,9/21/2019,North,Punjab,Amritsar,Sneakers,3041,39,118599,15941.70491,Offline
Prime Step Company,17492,3/7/2020,South,Tamil Nadu,Chennai,Heels,4556,97,441932,60184.76452,Online
Best Walk Emporium,60336,5/20/2020,North,Punjab,Jalandhar,Formal Shoes,2173,16,34768,9459.495962,Offline
Reliable Run Boutique,51945,5/7/2019,South,Karnataka,Mysore,Sandals,934,82,76588,10078.55822,Offline
Great Shoe Place,99115,2/24/2019,South,Karnataka,Bengaluru,Boots,3760,99,372240,63853.89964,Online
Exclusive Walk Company,80530,7/4/2018,North,Punjab,Amritsar,Formal Shoes,584,36,21024,4771.504584,Online
Quality Journey Hub,81928,5/14/2018,West,Maharashtra,Mumbai,Formal Shoes,793,86,68198,15444.38411,Online
Prime Fashion Outlet,76367,12/8/2023,North,Punjab,Amritsar,Formal Shoes,3326,74,246124,50016.12271,Online
Great Fashion Mart,69107,8/9/2020,North,Punjab,Amritsar,Heels,1705,20,34100,4078.932813,Offline
Fresh Fashion Hub,18797,11/7/2019,South,Tamil Nadu,Madurai,Formal Shoes,1599,61,97539,13879.98524,Offline
Top Trend Place,74681,9/2/2019,West,Maharashtra,Nagpur,Heels,3087,7,21609,4740.440829,Online
Top Run Emporium,50829,11/15/2019,East,West Bengal,Howrah,Formal Shoes,1381,54,74574,13152.61682,Offline
Prime Walk Outlet,84698,6/3/2023,West,Maharashtra,Nagpur,Sneakers,1818,6,10908,2014.454939,Online
Prime Shoe Place,51233,10/14/2019,North,Punjab,Amritsar,Heels,3329,17,56593,7386.855221,Online
Fresh Style Hub,65840,9/10/2021,West,Maharashtra,Mumbai,Boots,1441,16,23056,4641.317476,Online
Reliable Journey Store,89527,10/14/2019,East,West Bengal,Darjeeling,Sandals,4625,22,101750,30395.63368,Online
Quality Walk Emporium,54015,2/8/2019,West,Maharashtra,Mumbai,Boots,1188,61,72468,12642.85918,Offline
Great Fashion Hub,10423,4/18/2018,East,West Bengal,Kolkata,Formal Shoes,4553,19,86507,24761.07794,Online
Exclusive Shoe Emporium,69193,1/28/2021,South,Karnataka,Bengaluru,Heels,2558,95,243010,65390.8131,Offline
Great Run Store,43888,10/23/2018,North,Punjab,Jalandhar,Boots,3161,51,161211,40689.1099,Online
Reliable Shoe Mart,99510,4/11/2023,West,Maharashtra,Mumbai,Sneakers,696,53,36888,10709.23574,Offline
Great Path Outlet,68821,8/7/2019,South,Karnataka,Mysore,Heels,2093,75,156975,36579.91006,Online
New Shoe Mart,10980,10/23/2018,East,West Bengal,Howrah,Sneakers,3108,49,152292,22268.53747,Online
Top Footwear Company,82005,9/29/2020,North,Punjab,Ludhiana,Formal Shoes,4177,86,359222,76779.10747,Online
Quality Journey Emporium,33351,5/9/2023,West,Maharashtra,Mumbai,Boots,3917,29,113593,32065.70904,Online
Top Trend Company,29981,8/15/2021,North,Punjab,Jalandhar,Sandals,2915,48,139920,27212.08718,Offline
Exclusive Journey Hub,59580,1/16/2021,South,Karnataka,Hubli,Boots,655,54,35370,7370.186649,Online
New Style Mart,40094,7/8/2020,North,Punjab,Amritsar,Heels,1004,57,57228,9805.356827,Online
Best Fashion Company,45328,11/30/2022,North,Punjab,Jalandhar,Formal Shoes,2884,4,11536,1940.16397,Online
Exclusive Fashion Hub,32618,8/21/2021,South,Karnataka,Bengaluru,Formal Shoes,3629,16,58064,7075.622712,Offline
Great Fashion Co,29437,5/12/2022,East,West Bengal,Darjeeling,Heels,2145,7,15015,1571.676753,Offline
Prime Style Outlet,93978,3/24/2021,North,Punjab,Amritsar,Heels,779,27,21033,4525.272517,Online
Great Trend Outlet,55090,3/1/2021,North,Punjab,Ludhiana,Formal Shoes,4210,98,412580,55299.36844,Offline
Prime Shoe Company,19149,1/26/2022,South,Karnataka,Hubli,Sandals,4169,20,83380,19448.9562,Online
Quality Journey Emporium,33351,9/16/2021,South,Karnataka,Hubli,Heels,852,88,74976,12994.28654,Offline
Fresh Shoe Company,92129,6/26/2020,South,Karnataka,Bengaluru,Sneakers,3373,79,266467,68104.76187,Online
Reliable Shoe Company,33198,3/7/2021,South,Tamil Nadu,Madurai,Heels,2192,11,24112,5012.491428,Online
Best Step Co,89317,9/2/2021,North,Punjab,Jalandhar,Sneakers,3806,62,235972,23698.01078,Offline
Top Journey Mart,54005,12/5/2022,South,Karnataka,Bengaluru,Sandals,2010,39,78390,23313.87262,Offline
Great Journey Company,64864,1/17/2020,West,Maharashtra,Nagpur,Heels,4026,81,326106,43113.93922,Offline
Fresh Fashion Hub,18797,7/16/2019,South,Karnataka,Bengaluru,Boots,4731,44,208164,53874.54972,Online
Top Fashion Mart,42268,4/8/2021,East,West Bengal,Kolkata,Sandals,1388,98,136024,21771.18779,Online
Exclusive Style Hub,77676,9/6/2020,South,Tamil Nadu,Coimbatore,Boots,1754,61,106994,28449.42228,Offline
Best Shoe Place,18959,1/5/2019,South,Tamil Nadu,Madurai,Sandals,3629,49,177821,44389.82448,Online
Prime Shoe Company,19149,1/18/2023,South,Karnataka,Bengaluru,Sandals,3956,18,71208,8903.387706,Online
Best Journey Hub,98556,12/3/2019,West,Maharashtra,Pune,Sneakers,4130,25,103250,30050.65754,Online
Top Trend Place,74681,9/8/2018,East,West Bengal,Darjeeling,Heels,2435,3,7305,903.9790354,Offline
New Walk Store,63327,2/4/2023,East,West Bengal,Howrah,Sneakers,4005,76,304380,78805.53242,Online
Prime Shoe Emporium,81135,1/26/2023,West,Maharashtra,Mumbai,Formal Shoes,4318,59,254762,43401.64427,Offline
Great Path Outlet,68821,1/12/2023,East,West Bengal,Howrah,Formal Shoes,1529,21,32109,8419.747266,Online
Urban Footwear Store,51441,8/23/2023,South,Karnataka,Mysore,Formal Shoes,3941,45,177345,28745.79131,Online
Reliable Journey Store,89527,5/23/2018,West,Maharashtra,Nagpur,Sandals,3874,37,143338,17977.3436,Offline
Exclusive Walk Company,80530,3/28/2021,West,Maharashtra,Mumbai,Sneakers,4738,92,435896,125997.5558,Offline
Fresh Style Boutique,48028,12/22/2023,South,Tamil Nadu,Coimbatore,Sandals,3019,57,172083,29708.58323,Online
Reliable Shoe Mart,99510,10/22/2022,East,West Bengal,Kolkata,Sandals,3234,5,16170,4398.421323,Online
New Shoe Mart,10980,3/13/2018,West,Maharashtra,Pune,Formal Shoes,4422,57,252054,61110.50923,Offline
Reliable Fashion Boutique,44304,11/30/2022,South,Tamil Nadu,Madurai,Boots,868,3,2604,286.7272969,Offline
Exclusive Step Store,58842,4/17/2020,South,Karnataka,Bengaluru,Sandals,1387,73,101251,11676.63281,Offline
Reliable Shoe Mart,99510,1/21/2020,North,Punjab,Amritsar,Boots,3857,37,142709,18654.52047,Online
Fresh Fashion Hub,18797,11/11/2019,North,Punjab,Ludhiana,Boots,3694,6,22164,3052.364482,Offline
Reliable Walk Boutique,25626,6/23/2020,South,Karnataka,Hubli,Sneakers,3995,3,11985,1823.290534,Offline
Reliable Fashion Boutique,44304,2/27/2020,South,Karnataka,Hubli,Boots,3814,31,118234,30664.47047,Online
Reliable Run Co,30549,9/18/2019,West,Maharashtra,Pune,Sneakers,1859,41,76219,16174.0109,Online
Top Fashion Hub,87249,7/1/2023,North,Punjab,Jalandhar,Boots,1275,92,117300,18269.45075,Online
Prime Fashion Company,71405,6/4/2019,North,Punjab,Amritsar,Heels,3530,34,120020,22926.61164,Online
Exclusive Run Mart,22489,11/28/2023,West,Maharashtra,Pune,Heels,4886,11,53746,16077.05667,Online
Best Trend Co,22065,12/14/2023,North,Punjab,Ludhiana,Sneakers,1777,92,163484,41251.89389,Online
Urban Style Place,37451,6/12/2020,South,Tamil Nadu,Madurai,Sandals,1593,4,6372,1244.294049,Online
Best Fashion Company,45328,9/20/2022,South,Karnataka,Bengaluru,Formal Shoes,2177,73,158921,33050.90666,Offline
Exclusive Footwear Boutique,22382,11/17/2021,South,Tamil Nadu,Coimbatore,Heels,721,85,61285,16831.9143,Offline
Exclusive Fashion Company,17588,10/29/2021,South,Tamil Nadu,Chennai,Heels,1728,97,167616,38702.98099,Offline
Great Shoe Co,39528,9/2/2019,East,West Bengal,Howrah,Formal Shoes,4421,78,344838,46918.88132,Offline
Urban Path Hub,32675,5/5/2021,West,Maharashtra,Mumbai,Formal Shoes,2889,45,130005,38902.44441,Online
Best Footwear Boutique,54410,6/25/2019,East,West Bengal,Darjeeling,Sandals,3069,88,270072,68489.0286,Offline
Exclusive Run Co,48480,1/28/2018,West,Maharashtra,Pune,Formal Shoes,4845,25,121125,25024.18934,Online
Quality Walk Hub,34891,7/24/2020,South,Karnataka,Mysore,Boots,2903,3,8709,1237.529016,Online
New Walk Store,63327,5/31/2021,East,West Bengal,Darjeeling,Boots,3963,47,186261,23103.39007,Online
Fresh Fashion Hub,18797,3/8/2020,South,Tamil Nadu,Coimbatore,Boots,2727,2,5454,637.2594721,Offline
Fresh Fashion Emporium,91413,11/28/2021,East,West Bengal,Kolkata,Sandals,1511,16,24176,5149.18229,Offline
Top Fashion Hub,87249,1/4/2019,East,West Bengal,Darjeeling,Boots,757,70,52990,7599.354906,Offline
Great Journey Company,64864,3/5/2021,South,Tamil Nadu,Chennai,Heels,4013,18,72234,20093.58787,Offline
Top Shoe Boutique,70911,5/26/2019,South,Tamil Nadu,Chennai,Boots,2624,20,52480,10852.59999,Offline
Urban Walk Place,23524,4/12/2018,South,Tamil Nadu,Chennai,Sandals,965,12,11580,2267.900128,Online
Great Walk Mart,82118,11/20/2018,South,Tamil Nadu,Chennai,Sneakers,1143,84,96012,13734.49937,Online
Great Path Outlet,68821,2/16/2023,East,West Bengal,Darjeeling,Heels,3983,12,47796,13852.08966,Online
Urban Fashion Co,27359,11/9/2023,North,Punjab,Ludhiana,Boots,720,43,30960,8232.786228,Online
Top Journey Mart,54005,5/25/2018,North,Punjab,Jalandhar,Boots,2824,65,183560,46803.61023,Offline
Fresh Path Company,53667,3/21/2023,East,West Bengal,Howrah,Sneakers,2006,30,60180,8548.272808,Online
Quality Style Hub,41615,3/30/2023,North,Punjab,Jalandhar,Boots,3926,92,361192,95547.89718,Offline
Great Trend Outlet,55090,10/24/2018,East,West Bengal,Kolkata,Formal Shoes,3836,13,49868,11779.70749,Online
Fresh Style Boutique,48028,12/9/2018,West,Maharashtra,Pune,Formal Shoes,1096,68,74528,15258.7349,Offline
Urban Fashion Emporium,94689,1/16/2019,South,Tamil Nadu,Madurai,Sandals,540,22,11880,2842.257364,Online
Reliable Path Store,58471,2/19/2021,South,Karnataka,Mysore,Formal Shoes,3356,37,124172,20539.28908,Offline
Exclusive Journey Hub,59580,1/13/2022,South,Tamil Nadu,Madurai,Heels,752,5,3760,850.9734082,Online
Urban Journey Outlet,93467,4/3/2018,East,West Bengal,Kolkata,Heels,2997,72,215784,35522.84882,Online
Great Shoe Co,39528,7/13/2022,West,Maharashtra,Pune,Heels,912,48,43776,10485.66984,Online
Reliable Walk Boutique,25626,12/21/2021,East,West Bengal,Kolkata,Sandals,4050,78,315900,87037.20144,Offline
Great Journey Store,15415,10/26/2021,South,Karnataka,Bengaluru,Sneakers,815,55,44825,11502.51624,Offline
Quality Journey Mart,98714,6/4/2022,South,Tamil Nadu,Madurai,Sneakers,4703,8,37624,3942.000817,Online
Prime Walk Outlet,84698,5/26/2022,West,Maharashtra,Pune,Sandals,550,35,19250,2596.174205,Online
Top Step Store,39832,12/29/2021,East,West Bengal,Kolkata,Sandals,3456,13,44928,12558.29357,Online
Top Trend Mart,49700,2/4/2018,South,Tamil Nadu,Chennai,Formal Shoes,3653,57,208221,47293.34001,Offline
Quality Walk Emporium,54015,5/18/2019,North,Punjab,Jalandhar,Heels,4298,80,343840,82090.08238,Online
Quality Journey Mart,98714,2/11/2020,West,Maharashtra,Pune,Sandals,1034,91,94094,20081.78273,Offline
Reliable Fashion Mart,86336,7/9/2021,South,Tamil Nadu,Madurai,Formal Shoes,897,80,71760,9138.28024,Online
Great Shoe Store,94952,11/17/2021,East,West Bengal,Darjeeling,Formal Shoes,1706,66,112596,20655.09387,Online
New Footwear Co,23352,12/26/2023,South,Tamil Nadu,Madurai,Sandals,4453,33,146949,20236.26337,Offline
Prime Style Hub,66818,10/5/2022,West,Maharashtra,Pune,Sneakers,656,53,34768,9308.663283,Online
Prime Walk Boutique,83635,10/1/2023,North,Punjab,Amritsar,Heels,974,59,57466,16190.17875,Online
Prime Style Outlet,93978,9/10/2021,East,West Bengal,Darjeeling,Formal Shoes,3569,40,142760,40645.92961,Online
Prime Shoe Hub,48103,5/15/2021,East,West Bengal,Howrah,Sandals,3697,69,255093,53486.03921,Online
New Shoe Mart,10980,8/7/2023,West,Maharashtra,Nagpur,Boots,3877,72,279144,44072.96789,Offline
Reliable Run Boutique,51945,8/17/2022,South,Tamil Nadu,Coimbatore,Formal Shoes,4164,41,170724,44356.30357,Online
Best Footwear Outlet,29709,1/31/2020,East,West Bengal,Howrah,Formal Shoes,2605,50,130250,29855.65775,Offline
Reliable Trend Store,73756,9/11/2021,East,West Bengal,Darjeeling,Sneakers,3741,66,246906,57495.92508,Online
Urban Shoe Place,48908,4/4/2020,South,Tamil Nadu,Coimbatore,Sandals,1007,92,92644,17695.15109,Offline
Great Shoe Store,94952,1/20/2023,South,Tamil Nadu,Chennai,Heels,1801,68,122468,27318.52287,Online
Best Shoe Outlet,21625,1/15/2019,North,Punjab,Ludhiana,Sandals,944,31,29264,4333.455573,Online
Best Path Emporium,40826,1/2/2020,West,Maharashtra,Pune,Sandals,701,72,50472,6639.014296,Offline
Fresh Style Boutique,48028,10/19/2023,South,Tamil Nadu,Chennai,Formal Shoes,1354,36,48744,9458.835745,Online
Exclusive Step Company,80745,8/31/2023,South,Karnataka,Mysore,Formal Shoes,1688,30,50640,7709.600189,Online
Exclusive Footwear Hub,46983,6/6/2023,East,West Bengal,Howrah,Sandals,507,88,44616,7184.028249,Offline
Quality Footwear Emporium,84613,1/6/2021,South,Karnataka,Bengaluru,Sandals,2306,79,182174,48140.50088,Offline
Best Journey Hub,98556,11/8/2021,South,Tamil Nadu,Chennai,Heels,1609,67,107803,11809.92098,Online
Fresh Path Boutique,34092,10/9/2019,North,Punjab,Ludhiana,Heels,3976,95,377720,47899.59915,Offline
Reliable Run Boutique,51945,6/23/2021,West,Maharashtra,Nagpur,Heels,3993,66,263538,72353.49999,Offline
Best Fashion Co,77338,12/14/2022,East,West Bengal,Howrah,Boots,4801,44,211244,33856.31469,Offline
Quality Step Store,63926,6/20/2022,West,Maharashtra,Mumbai,Sandals,4490,69,309810,87133.83756,Online
Top Shoe Store,84985,6/9/2018,South,Karnataka,Bengaluru,Sneakers,3976,15,59640,12206.41374,Online
Best Fashion Company,45328,5/19/2018,West,Maharashtra,Mumbai,Boots,4465,95,424175,72121.59668,Offline
Prime Step Store,95425,9/18/2020,West,Maharashtra,Mumbai,Formal Shoes,1827,26,47502,11583.68148,Online
Reliable Shoe Mart,99510,11/1/2018,East,West Bengal,Kolkata,Formal Shoes,3396,15,50940,5581.784204,Online
Quality Footwear Emporium,84613,6/17/2022,North,Punjab,Jalandhar,Sneakers,4937,82,404834,61451.22583,Offline
New Footwear Co,23352,1/21/2020,West,Maharashtra,Nagpur,Sneakers,2210,42,92820,9915.738831,Offline
Quality Trend Co,68801,10/11/2022,South,Karnataka,Bengaluru,Sandals,3103,71,220313,37724.2866,Offline
Best Step Emporium,74025,8/12/2018,South,Tamil Nadu,Madurai,Formal Shoes,3162,31,98022,29195.47923,Offline
Great Style Boutique,36829,7/4/2018,South,Karnataka,Bengaluru,Sneakers,2770,27,74790,20745.93708,Online
Great Journey Store,15415,11/4/2022,South,Karnataka,Bengaluru,Sneakers,4678,47,219866,28690.50793,Online
Reliable Shoe Company,33198,8/20/2021,East,West Bengal,Darjeeling,Sneakers,3238,36,116568,15207.36948,Online
Great Shoe Co,39528,3/19/2020,West,Maharashtra,Nagpur,Formal Shoes,4290,8,34320,6119.209831,Online
Urban Trend Place,35234,7/17/2022,North,Punjab,Jalandhar,Heels,3174,38,120612,21378.71231,Offline
Top Footwear Place,80001,12/9/2020,West,Maharashtra,Nagpur,Sandals,4885,16,78160,14303.3244,Online
Quality Style Hub,41615,5/16/2022,South,Tamil Nadu,Coimbatore,Sandals,1913,37,70781,15370.14378,Online
Prime Run Co,20463,4/30/2020,North,Punjab,Amritsar,Formal Shoes,540,1,540,111.2187566,Offline
Great Fashion Mart,69107,2/8/2022,West,Maharashtra,Nagpur,Heels,1945,4,7780,1314.740816,Offline
Top Journey Co,48545,3/23/2019,West,Maharashtra,Nagpur,Boots,1787,85,151895,29232.71427,Offline
Best Shoe Place,18959,1/26/2021,West,Maharashtra,Nagpur,Boots,4556,61,277916,63399.57664,Online
New Path Store,64747,9/29/2018,West,Maharashtra,Pune,Boots,1949,36,70164,12385.91245,Online
Prime Style Outlet,93978,11/7/2019,West,Maharashtra,Pune,Sandals,2714,96,260544,43914.59091,Offline
Top Trend Hub,82785,7/23/2022,North,Punjab,Ludhiana,Sandals,3314,70,231980,43159.72599,Offline
Top Run Store,99097,7/2/2023,East,West Bengal,Darjeeling,Heels,2590,24,62160,11885.00739,Offline
Top Journey Store,45327,8/11/2018,South,Tamil Nadu,Coimbatore,Formal Shoes,2468,87,214716,24965.7477,Offline
Quality Run Hub,34784,6/20/2018,South,Tamil Nadu,Coimbatore,Heels,1387,74,102638,11063.39964,Online
Exclusive Shoe Emporium,69193,2/24/2019,West,Maharashtra,Pune,Formal Shoes,4908,79,387732,107339.6487,Offline
Top Trend Company,29981,2/26/2021,East,West Bengal,Darjeeling,Heels,3585,84,301140,71719.42133,Offline
Reliable Walk Boutique,25626,8/28/2023,South,Karnataka,Bengaluru,Sandals,2303,96,221088,58619.86213,Online
New Style Store,27780,10/22/2019,East,West Bengal,Kolkata,Sandals,4869,59,287271,63394.20502,Offline
Quality Style Boutique,16925,11/13/2023,West,Maharashtra,Nagpur,Boots,3625,62,224750,25819.47212,Online
Best Journey Boutique,77242,5/28/2018,East,West Bengal,Howrah,Sandals,3926,94,369044,61190.63391,Online
New Style Company,34462,1/24/2021,East,West Bengal,Kolkata,Sneakers,4060,44,178640,53217.14013,Offline
Quality Step Company,69462,1/7/2018,West,Maharashtra,Nagpur,Sneakers,1822,55,100210,14223.07942,Offline
Great Style Boutique,36829,5/21/2020,South,Karnataka,Mysore,Formal Shoes,2204,54,119016,21010.43432,Offline
Reliable Journey Store,89527,3/14/2020,South,Karnataka,Mysore,Heels,1442,61,87962,23206.80883,Online
Urban Path Hub,32675,5/31/2018,West,Maharashtra,Mumbai,Formal Shoes,4075,32,130400,28833.51401,Offline
Great Step Co,54022,4/19/2023,North,Punjab,Jalandhar,Formal Shoes,3157,65,205205,44127.49027,Online
Top Footwear Company,82005,2/4/2023,East,West Bengal,Howrah,Heels,1001,63,63063,18456.54416,Offline
Great Shoe Boutique,54977,5/25/2019,West,Maharashtra,Nagpur,Formal Shoes,1187,54,64098,19186.18088,Offline
Quality Shoe Boutique,73363,1/15/2019,North,Punjab,Ludhiana,Sneakers,4317,75,323775,92008.62841,Online
Reliable Shoe Place,73287,11/25/2022,East,West Bengal,Darjeeling,Formal Shoes,4332,53,229596,29571.16049,Offline
Reliable Path Store,58471,12/17/2021,South,Karnataka,Mysore,Formal Shoes,2845,78,221910,43119.92231,Online
Top Path Emporium,46367,10/1/2021,West,Maharashtra,Nagpur,Sandals,1254,81,101574,19400.59531,Offline
Great Path Hub,98938,9/5/2022,West,Maharashtra,Pune,Heels,2946,12,35352,8014.193278,Offline
Top Path Place,92034,12/29/2021,North,Punjab,Ludhiana,Boots,3794,67,254198,43465.16376,Offline
Quality Walk Hub,34891,9/21/2023,East,West Bengal,Kolkata,Sandals,4479,39,174681,46159.89594,Online
Best Footwear Boutique,54410,12/11/2023,South,Karnataka,Hubli,Sneakers,4259,40,170360,38108.39975,Online
Top Path Place,92034,4/2/2023,North,Punjab,Amritsar,Sneakers,1284,75,96300,9856.638825,Offline
Urban Trend Outlet,68365,6/4/2019,East,West Bengal,Kolkata,Sneakers,2956,8,23648,2805.642991,Offline
Prime Step Company,17492,5/25/2019,South,Tamil Nadu,Madurai,Boots,1357,22,29854,3142.428451,Offline
New Walk Store,63327,5/2/2020,West,Maharashtra,Pune,Heels,1662,99,164538,30409.65264,Online
Best Footwear Boutique,54410,3/12/2019,West,Maharashtra,Pune,Boots,4135,9,37215,9412.508111,Online
Prime Fashion Company,71405,12/29/2018,North,Punjab,Amritsar,Boots,3637,83,301871,44401.17391,Offline
Urban Path Mart,62341,3/27/2022,East,West Bengal,Howrah,Formal Shoes,3184,94,299296,33210.95803,Online
Urban Walk Place,23524,6/1/2020,West,Maharashtra,Nagpur,Sandals,1548,15,23220,2358.312273,Offline
Prime Walk Boutique,83635,6/7/2022,West,Maharashtra,Mumbai,Sandals,3838,2,7676,1810.573956,Online
New Step Hub,12630,9/18/2023,East,West Bengal,Kolkata,Sneakers,4687,66,309342,38610.21943,Offline
Quality Style Boutique,16925,3/5/2019,South,Tamil Nadu,Madurai,Sneakers,2565,46,117990,32024.03306,Offline
Exclusive Footwear Boutique,22382,2/19/2021,South,Tamil Nadu,Coimbatore,Sneakers,3233,89,287737,83692.84585,Online
Fresh Step Co,32221,10/29/2021,East,West Bengal,Howrah,Sneakers,1626,58,94308,23796.37424,Online
New Journey Co,19451,2/26/2022,South,Karnataka,Mysore,Sneakers,2616,59,154344,22585.67933,Online
Great Trend Emporium,93867,4/4/2019,East,West Bengal,Howrah,Formal Shoes,3499,20,69980,20487.0943,Online
